keyword,theme,sub_theme,intent,corporate_transport_score,funding_intent_score,over_3m_score,financial_health_score,cpc_score,total_score,monthly_search_range,estimated_monthly_searches,competition,top_bid_low,top_bid_high,rank,recommended_match_type,initial_max_cpc,reason,risk,source,notes
貨物運送会社 つなぎ資金,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物運送会社 資金調達,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物運送会社 事業資金,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物運送会社 車両資金,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物運送会社 法人融資,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
銀行 融資 断られた 運送業,融資待ち・追加資金,借入整理,資金調達の見直し,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存借入がある法人の追加調達・条件見直し。,一本化可否は広告主・法令確認が必要,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
銀行融資 実行 遅い 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
銀行融資 断られた 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
銀行融資 追加 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
軽油カード 支払い 入金前,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
公庫融資 実行 遅い 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
公庫融資 断られた 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
公庫融資 追加 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
再委託費 支払い 入金前,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
仕事あるのに資金がない 運送会社,受注増・成長資金,運送特化表現,成長に伴う運転資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,成長局面を明示するため審査健全度が比較的高い。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
支払いサイト 運送 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
支払いサイト 運送 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
支払いサイト 運送 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
事業拡大 運送会社 先行資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
事業拡大 運送業 資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
請求書 入金 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
請求書 入金 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
請求書 入金 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
点呼システム 導入 資金 運送会社,設備・拠点投資,設備導入,設備投資資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
入金サイト 運送 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
入金サイト 運送 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
入金サイト 運送 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
配車システム 導入 資金 運送会社,設備・拠点投資,設備導入,設備投資資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
売掛金 入金 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
売掛金 入金 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
売掛金 入金 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,5,25,6,15,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 デジタコ 資金,設備・拠点投資,設備導入,設備投資資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 点呼システム 資金,設備・拠点投資,設備導入,設備投資資金,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
保証協会 融資 実行 遅い 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
保証協会 融資 断られた 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
保証協会 融資 追加 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,12,6,8,未評価,51,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 増車,既存配信監査,既存設定,既存Google広告キーワード,15,0,20,15,未評価,50,10–100,40,低,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存設定との差分・重複を確認するために記録。,,KWP観測 2026-08-12,検索数はKWPレンジ。推定検索数は安全側の換算値（0–10=4、10–100=40、100–1000=300、1000–10000=3000）。
外注費 支払い 間に合わない,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,12,8,未評価,50,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
外注費 支払い 資金不足,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,12,8,未評価,50,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
外注費 支払い 払えない,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,12,8,未評価,50,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック エンジン 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,12,10,未評価,49,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック ミッション 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,12,10,未評価,49,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 事故 修理費 資金,修理・事故・稼働停止,事故・保険金待ち,事故後のつなぎ資金,15,12,12,10,未評価,49,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,事故・保険金待ちで売上停止と支払いが重なる局面。,損害賠償・保険相談だけの可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCコーポレートカード 引き落とし,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,0,12,10,未評価,47,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCコーポレートカード 限度額 足りない,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,0,12,10,未評価,47,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物事故 弁償 運送会社,修理・事故・稼働停止,事故・保険金待ち,事故後のつなぎ資金,25,0,12,10,未評価,47,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,事故・保険金待ちで売上停止と支払いが重なる局面。,損害賠償・保険相談だけの可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
事故車 買い替え 資金,修理・事故・稼働停止,事故・保険金待ち,事故後のつなぎ資金,5,12,20,10,未評価,47,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,事故・保険金待ちで売上停止と支払いが重なる局面。,損害賠償・保険相談だけの可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
燃料カード 支払い,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,20,12,10,未評価,47,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
燃料カード 支払い 資金繰り,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,20,12,10,未評価,47,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,25,6,10,未評価,46,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,25,6,10,未評価,46,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 購入 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 購入 自己資金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 買い替え 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー 修理代 分割,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,0,20,10,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー 修理費 分割,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,0,20,10,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 購入 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 購入 自己資金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 買い替え 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
外注費 支払い 運転資金,傭車・外注,協力会社・外注,協力会社等への支払原資,5,20,12,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
外注費 支払い 資金繰り,傭車・外注,協力会社・外注,協力会社等への支払原資,5,20,12,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
外注費 支払い 立替,傭車・外注,協力会社・外注,協力会社等への支払原資,5,20,12,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック 修理代 分割,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,0,20,10,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック 修理費 分割,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,0,20,10,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 ビジネスローン,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 フォークリフト 資金,設備・拠点投資,設備導入,設備投資資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 設備資金,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 倉庫設備 資金,設備・拠点投資,設備導入,設備投資資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 物流倉庫 資金,設備・拠点投資,設備導入,設備投資資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流会社 冷凍設備 資金,設備・拠点投資,設備導入,設備投資資金,5,12,20,8,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 修理代 分割,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,0,20,10,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 修理費 分割,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,0,20,10,未評価,45,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ガソリンカード 引き落とし 間に合わない,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ガソリンカード 残高不足,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ガソリンカード 利用停止,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
下請け 支払い 間に合わない,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
下請け 支払い 資金不足,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
下請け 支払い 払えない,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
軽油カード 引き落とし 間に合わない,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
軽油カード 残高不足,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
軽油カード 利用停止,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
再委託費 支払い 間に合わない,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
再委託費 支払い 資金不足,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
再委託費 支払い 払えない,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,6,8,未評価,44,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
